total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,cityCenters_nearest,floor_category
45.8,2,2.5,9.0,26.9,3,False,False,False,6.3,1,14905.0,другой
63.0,2,2.7,25.0,32.25,20,False,False,False,11.3,0,15989.0,другой
129.0,3,2.6,5.0,57.2,5,False,False,False,18.0,0,16505.0,последний
59.5,2,2.8,14.0,31.71,2,False,False,False,10.2,0,11673.0,другой
58.7,2,2.75,23.0,32.7,9,False,False,False,11.8,2,17547.0,другой
95.0,3,3.15,7.0,54.0,4,False,False,False,10.0,0,3637.0,другой
56.0,2,2.76,22.0,34.0,5,False,False,False,9.0,0,11729.0,другой
82.0,2,2.6,10.0,32.0,7,False,False,False,10.7,0,10131.0,другой
52.0,2,2.65,12.0,31.0,1,False,False,False,7.5,0,14137.0,первый
42.1,1,3.0,7.0,17.8,2,False,False,False,11.8,0,10186.0,другой
25.0,1,2.99,6.0,18.0,5,False,False,False,9.0,0,4176.0,другой
32.5,1,2.55,9.0,18.0,5,False,False,False,6.2,0,15074.0,другой
34.0,1,2.65,9.0,16.0,4,False,False,False,8.5,1,14433.0,другой
42.0,2,2.6,9.0,25.6,6,False,False,False,8.8,1,13339.0,другой
44.0,2,2.5,5.0,28.7,5,False,False,False,6.5,0,10280.0,последний
46.0,2,2.5,5.0,31.3,1,False,False,False,5.0,0,14647.0,первый
82.7,3,2.75,14.0,31.0,4,False,False,False,35.0,1,11414.0,другой
149.0,4,3.4,5.0,91.0,4,False,False,False,28.0,1,3994.0,другой
48.0,2,2.5,9.0,28.6,8,False,False,False,7.1,0,12483.0,другой
62.6,3,2.5,9.0,45.5,5,False,False,False,6.2,0,19706.0,другой
62.1,2,2.7,16.0,33.2,11,False,False,False,13.8,2,23039.0,другой
45.0,2,2.55,9.0,28.0,3,False,False,False,7.0,0,14951.0,другой
68.3,3,2.5,9.0,44.0,5,False,False,False,8.3,0,16645.0,другой
60.0,2,2.6,5.0,35.5,2,False,False,False,10.0,0,3926.0,другой
56.97,2,2.75,20.0,30.31,10,False,False,False,12.9,0,16699.0,другой
27.3,1,2.7,17.0,19.2,6,False,False,False,10.5,0,9014.0,другой
43.8,1,2.7,17.0,16.4,8,False,False,False,11.2,2,15572.0,другой
73.1,3,2.8,25.0,38.1,20,False,False,False,14.8,2,12548.0,другой
44.0,2,2.5,9.0,26.0,2,False,False,False,7.0,2,10449.0,другой
74.3,4,2.6,9.0,52.3,3,False,False,False,6.3,0,13297.0,другой
45.0,2,2.6,5.0,30.3,4,False,False,False,7.0,0,13727.0,другой
40.1,1,2.7,13.0,14.06,5,False,False,False,11.52,0,11487.0,другой
125.0,4,3.0,10.0,65.7,6,False,False,False,14.0,0,8520.0,другой
70.0,3,3.2,6.0,50.0,2,False,False,False,10.0,0,2803.0,другой
51.3,2,2.5,9.0,31.8,4,False,False,False,7.9,0,15933.0,другой
59.7,2,2.6,10.0,33.4,1,False,False,False,10.9,2,15675.0,первый
64.0,2,2.8,15.0,33.2,3,False,False,False,12.0,1,11673.0,другой
31.0,1,2.7,5.0,17.0,1,False,False,False,6.0,0,5859.0,первый
64.2,2,2.76,22.0,28.84,18,False,False,False,10.51,0,16685.0,другой
30.3,1,2.6,17.0,15.5,15,False,False,False,8.4,0,17172.0,другой
127.3,1,3.1,5.0,55.5,4,False,False,False,14.8,0,2045.0,другой
52.0,1,2.66,12.0,19.9,12,False,False,False,18.0,0,17290.0,последний
32.0,1,2.5,9.0,18.0,3,False,False,False,8.0,0,16425.0,другой
47.0,2,2.5,7.0,28.0,4,False,False,False,8.0,0,11522.0,другой
37.2,1,2.5,16.0,18.0,6,False,False,False,10.3,1,12316.0,другой
37.0,1,2.6,10.0,17.0,4,False,False,False,9.0,1,11228.0,другой
49.3,1,2.8,16.0,19.0,3,False,False,False,16.0,0,12843.0,другой
52.4,2,2.7,12.0,31.7,5,False,False,False,8.9,0,16801.0,другой
86.0,3,2.64,17.0,50.0,11,False,False,False,14.0,0,11871.0,другой
40.5,1,2.8,10.0,18.7,7,False,False,False,7.5,0,11689.0,другой
43.0,1,3.0,5.0,24.4,2,False,False,False,8.8,0,9532.0,другой
42.5,1,2.6,16.0,18.3,7,False,False,False,12.5,2,11266.0,другой
39.4,1,2.6,16.0,18.8,13,False,False,False,8.9,0,15718.0,другой
65.16,2,2.7,18.0,24.86,2,False,False,False,21.74,0,8297.0,другой
40.5,1,2.8,16.0,16.4,8,False,False,False,11.7,0,8106.0,другой
60.2,3,2.55,9.0,43.0,9,False,False,False,6.4,2,15727.0,последний
56.0,3,2.52,5.0,38.0,4,False,False,False,5.0,0,11179.0,другой
51.36,2,2.6,9.0,28.3,6,False,False,False,7.1,0,17073.0,другой
38.0,1,2.7,13.0,18.0,5,False,False,False,11.0,2,9265.0,другой
45.0,2,2.6,5.0,27.0,2,False,False,False,7.0,0,13690.0,другой
61.6,3,2.55,9.0,41.5,1,False,False,False,7.0,0,13062.0,первый
35.52,1,2.75,27.0,14.2,16,False,False,False,9.71,0,24137.0,другой
44.0,2,2.5,9.0,29.0,6,False,False,False,7.0,0,15759.0,другой
59.0,3,2.5,5.0,52.0,1,False,False,False,7.0,0,11878.0,первый
65.0,2,2.7,26.0,35.9,8,False,False,False,11.8,0,21740.0,другой
88.9,3,3.0,5.0,68.1,2,False,False,False,10.0,2,15097.0,другой
80.7,3,2.6,10.0,46.4,4,False,False,False,10.8,0,18692.0,другой
32.7,1,2.7,5.0,17.2,4,False,False,False,6.0,0,10844.0,другой
53.0,1,3.0,23.0,20.1,17,False,False,False,13.3,0,12544.0,другой
30.3,1,2.5,5.0,17.6,4,False,False,False,5.3,0,12840.0,другой
54.0,1,2.8,25.0,20.0,18,False,False,False,19.0,0,11062.0,другой
41.9,1,2.7,12.0,18.8,3,False,False,False,9.9,2,5803.0,другой
38.9,1,2.65,17.0,19.6,4,False,False,False,8.4,1,14401.0,другой
64.0,3,2.5,12.0,56.0,12,False,False,False,8.0,2,13041.0,последний
52.4,2,2.67,12.0,28.6,11,False,False,False,8.5,2,15419.0,другой
38.0,1,3.0,2.0,16.0,1,False,False,False,9.0,0,3929.0,первый
65.5,2,3.0,5.0,34.6,2,False,False,False,12.9,0,4686.0,другой
72.6,3,2.65,12.0,44.5,12,False,False,False,8.2,2,11606.0,последний
73.0,2,2.75,16.0,41.0,2,False,False,False,11.0,2,11936.0,другой
32.0,1,2.5,9.0,18.0,6,False,False,False,6.0,0,10652.0,другой
49.8,1,2.75,12.0,16.6,11,False,False,False,18.0,2,15032.0,другой
68.0,2,2.75,24.0,41.1,19,False,False,False,14.0,2,15853.0,другой
75.0,3,2.64,12.0,47.9,1,False,False,False,12.4,0,17316.0,первый
72.9,2,3.0,22.0,28.71,9,False,False,False,11.9,0,11340.0,другой
88.3,3,2.94,7.0,59.1,6,False,False,False,8.0,0,8919.0,другой
41.82,1,2.6,14.0,17.03,14,False,False,False,8.0,0,4358.0,последний
45.9,1,2.75,16.0,18.8,11,False,False,False,14.5,1,12621.0,другой
53.0,2,2.75,25.0,31.0,23,False,False,False,8.5,0,15658.0,другой
36.4,1,2.65,23.0,18.3,7,False,False,False,9.93,1,10890.0,другой
47.65,1,2.8,18.0,18.3,13,False,False,False,13.6,5,16275.0,другой
54.5,2,2.7,12.0,29.2,3,False,False,False,10.6,0,12511.0,другой
47.1,2,3.15,5.0,28.2,1,False,False,False,8.5,0,7610.0,первый
58.0,2,3.0,4.0,41.0,3,False,False,False,7.0,0,5894.0,другой
45.8,2,2.5,5.0,28.9,5,False,False,False,6.3,0,14936.0,последний
51.3,1,2.72,16.0,19.8,12,False,False,False,11.5,2,11308.0,другой
36.5,1,2.64,19.0,17.7,15,False,False,False,8.3,1,21997.0,другой
30.7,1,2.6,5.0,15.7,1,False,False,False,7.3,0,15371.0,первый
37.3,1,2.5,15.0,19.22,8,False,False,False,8.66,0,16464.0,другой
74.0,3,2.65,16.0,44.0,14,False,False,False,15.0,1,11646.0,другой
49.3,4,2.5,5.0,37.3,4,False,False,False,5.3,0,12819.0,другой
41.3,3,2.5,5.0,30.8,5,False,False,False,5.5,0,9912.0,последний
45.2,2,2.56,5.0,30.1,5,False,False,False,6.8,0,16034.0,последний
41.8,1,2.7,17.0,18.0,2,False,False,False,10.5,0,15456.0,другой
85.5,3,2.6,10.0,50.1,8,False,False,False,11.7,0,5384.0,другой
53.7,2,2.5,9.0,33.1,2,False,False,False,8.0,0,11212.0,другой
31.3,1,2.5,5.0,17.4,2,False,False,False,5.7,0,17300.0,другой
74.2,3,2.7,17.0,45.7,6,False,False,False,11.1,0,13910.0,другой
67.77,2,2.75,20.0,33.495000000000005,6,False,False,False,15.3,2,10581.0,другой
80.0,1,3.4,7.0,33.0,6,False,False,False,22.0,0,6116.0,другой
74.3,2,2.75,24.0,36.0,11,False,False,False,11.5,0,21740.0,другой
29.3,1,2.57,9.0,15.3,7,False,False,False,6.0,0,13423.0,другой
54.7,2,2.75,16.0,31.4,8,False,False,False,10.0,1,6487.0,другой
58.4,2,2.5,18.0,30.0,4,False,False,False,13.4,0,12946.0,другой
60.0,3,2.5,9.0,43.5,9,False,False,False,7.0,2,16983.0,последний
57.2,3,2.5,9.0,39.0,1,False,False,False,6.1,0,17185.0,первый
66.4,2,3.4,7.0,41.0,2,False,False,False,9.7,0,5221.0,другой
30.3,1,3.15,19.0,14.2,5,False,False,False,8.5,1,4341.0,другой
38.9,1,2.75,25.0,16.2,25,False,False,False,10.5,0,12110.0,последний
26.4,1,2.6,21.0,19.0,14,False,False,False,10.01,0,11007.0,другой
31.0,1,2.6,5.0,20.0,2,False,False,False,6.0,0,6218.0,другой
45.0,2,2.5,5.0,31.5,3,False,False,False,5.6,1,14670.0,другой
55.0,2,2.55,9.0,32.0,8,False,False,False,8.5,1,13966.0,другой
58.4,3,2.55,9.0,37.4,8,False,False,False,7.0,0,12662.0,другой
68.0,3,3.15,5.0,48.0,2,False,False,False,11.0,0,4671.0,другой
54.0,2,2.65,12.0,33.0,3,False,False,False,10.0,0,11015.0,другой
44.0,1,2.7,16.0,17.0,9,False,False,False,10.0,2,21796.0,другой
45.1,2,2.5,5.0,29.0,3,False,False,False,6.0,0,10893.0,другой
60.0,2,2.5,10.0,32.0,4,False,False,False,12.0,0,16267.0,другой
48.9,4,2.55,5.0,37.2,2,False,False,False,5.6,1,14904.0,другой
46.0,1,2.5,16.0,18.2,14,False,False,False,10.0,0,5833.0,другой
67.1,2,2.7,20.0,30.0,19,False,False,False,12.17,0,8322.0,другой
44.5,2,2.5,5.0,29.1,4,False,False,False,6.0,0,5180.0,другой
52.0,1,2.5,15.0,20.2,13,False,False,False,14.6,0,11936.0,другой
45.5,2,2.55,9.0,28.0,4,False,False,False,7.0,1,10882.0,другой
67.0,3,2.6,9.0,43.5,2,False,False,False,10.3,0,11357.0,другой
36.0,1,2.65,14.0,21.0,5,False,False,False,8.0,2,11741.0,другой
45.8,2,2.5,5.0,29.9,4,False,False,False,7.17,0,11560.0,другой
52.26,2,2.8,3.0,32.06,3,False,False,False,6.0,1,13648.0,последний
66.7,3,2.65,9.0,42.5,5,False,False,False,8.5,0,16316.0,другой
45.6,2,2.5,5.0,32.0,1,False,False,False,6.0,0,7881.0,первый
141.1,3,3.3,16.0,71.72,10,False,False,False,35.4,0,8460.0,другой
52.2,1,3.88,5.0,24.0,1,False,False,False,13.0,0,3613.0,первый
45.8,1,3.0,15.0,15.9,8,False,False,False,14.9,4,4450.0,другой
34.24,1,2.75,16.0,18.2,5,False,False,False,9.38,2,9496.0,другой
44.1,1,2.7,17.0,17.3,5,False,False,False,13.0,2,9963.0,другой
72.1,3,3.0,4.0,44.0,4,False,False,False,10.0,0,5992.0,последний
62.4,3,2.55,9.0,39.5,1,False,False,False,9.8,0,15180.0,первый
45.8,2,2.55,9.0,26.7,9,False,False,False,6.3,2,15101.0,последний
40.0,1,2.85,6.0,18.0,4,False,False,False,10.0,0,3826.0,другой
74.1,2,2.72,13.0,34.14,3,False,False,False,12.35,0,8409.0,другой
80.0,3,2.71,15.0,49.4,7,False,False,False,11.3,0,10259.0,другой
62.2,3,2.6,9.0,39.3,2,False,False,False,9.6,0,11677.0,другой
116.0,3,3.0,20.0,49.0,14,False,False,False,32.7,5,8871.0,другой
58.3,2,2.5,13.0,28.4,3,False,False,False,7.2,2,16165.0,другой
45.6,2,2.8,16.0,29.5,16,False,False,False,9.0,1,11777.0,последний
74.0,3,3.0,12.0,45.0,7,False,False,False,9.0,0,7257.0,другой
73.77,3,2.75,25.0,41.98,2,False,False,False,9.9,2,15658.0,другой
49.1,1,2.7,13.0,15.0,13,False,False,False,21.7,0,11487.0,последний
52.0,2,2.65,9.0,31.6,9,False,False,False,7.0,1,6660.0,последний
75.1,2,3.2,5.0,44.6,5,False,False,False,11.6,0,3411.0,последний
46.0,2,2.6,5.0,32.0,3,False,False,False,6.9,1,14340.0,другой
36.9,1,2.6,14.0,17.8,3,False,False,False,6.7,0,14027.0,другой
44.0,1,2.5,17.0,18.0,4,False,False,False,11.0,0,8059.0,другой
50.2,2,3.0,2.0,32.0,2,False,False,False,7.0,0,6604.0,последний
37.2,1,2.64,5.0,15.0,3,False,False,False,13.0,0,25503.0,другой
42.3,1,2.745,21.0,18.6,1,False,False,False,12.4,0,12437.0,первый
46.3,1,3.0,8.0,17.0,2,False,False,False,16.0,0,8387.0,другой
33.4,1,2.6,13.0,17.3,4,False,False,False,8.2,0,15030.0,другой
48.0,3,2.5,9.0,42.3,2,False,False,False,7.0,0,16892.0,другой
32.7,1,2.5,9.0,14.0,8,False,False,False,8.0,0,16645.0,другой
64.4,3,2.57,14.0,41.4,5,False,False,False,7.4,0,12831.0,другой
42.9,1,2.65,12.0,21.5,2,False,False,False,11.3,0,11990.0,другой
38.9,1,3.07,15.0,18.3,13,False,False,False,8.5,0,13875.0,другой
110.2,3,3.52,6.0,57.3,3,False,False,False,18.3,0,3677.0,другой
62.0,2,3.3,4.0,37.0,2,False,False,False,7.7,0,3822.0,другой
118.0,3,2.75,24.0,80.0,21,False,False,False,20.0,0,9874.0,другой
50.0,1,2.75,23.0,16.5,10,False,False,False,21.0,0,15561.0,другой
41.9,2,2.5,5.0,27.4,5,False,False,False,5.8,0,14424.0,последний
47.7,1,3.3,16.0,18.95,5,False,False,False,13.6,0,8460.0,другой
47.4,1,3.0,4.0,26.0,4,False,False,False,13.0,0,13769.0,последний
52.1,2,2.6,24.0,29.7,9,False,False,False,8.3,2,12702.0,другой
63.8,2,2.65,19.0,35.0,18,False,False,False,11.0,5,11905.0,другой
40.0,1,2.5,16.0,18.0,16,False,False,False,10.2,1,13538.0,последний
66.1,3,3.9,5.0,44.7,3,False,False,False,12.2,0,2359.0,другой
37.7,2,2.52,9.0,22.81,9,False,False,False,6.5,1,11110.0,последний
56.3,3,2.5,5.0,40.8,2,False,False,False,5.2,0,11415.0,другой
68.0,3,2.64,12.0,44.0,3,False,False,False,8.0,0,9913.0,другой
44.0,2,2.57,9.0,27.0,7,False,False,False,6.2,0,11088.0,другой
42.0,1,2.76,25.0,18.0,15,False,False,False,11.0,2,13662.0,другой
138.0,3,2.65,12.0,44.5,10,False,False,False,10.3,0,6469.0,другой
46.0,1,2.7,16.0,22.0,7,False,False,False,9.0,0,14049.0,другой
36.4,1,2.8,17.0,17.8,11,False,False,False,10.8,0,13777.0,другой
77.76,2,2.56,12.0,38.8,2,False,False,False,13.64,1,5894.0,другой
63.3,3,2.55,9.0,39.4,7,False,False,False,9.4,2,14789.0,другой
105.0,5,3.35,4.0,61.0,2,False,False,False,17.0,0,3260.0,другой
53.0,3,2.5,9.0,39.0,3,False,False,False,6.0,5,15393.0,другой
54.0,3,2.7,4.0,38.0,4,False,False,False,5.8,0,15577.0,последний
220.0,5,3.4,7.0,97.0,6,False,False,False,18.5,1,5733.0,другой
42.0,1,2.7,17.0,18.0,8,False,False,False,10.0,0,15443.0,другой
56.0,3,2.5,5.0,44.0,1,False,False,False,8.0,0,14966.0,первый
44.6,1,2.7,16.0,19.1,13,False,False,False,12.5,1,12947.0,другой
61.0,3,2.5,9.0,42.3,4,False,False,False,7.0,0,14670.0,другой
45.0,2,2.5,9.0,28.0,2,False,False,False,7.0,1,14856.0,другой
69.4,2,2.7,13.0,36.0,4,False,False,False,12.0,0,6014.0,другой
35.0,1,2.7,9.0,18.1,4,False,False,False,8.0,0,12987.0,другой
39.6,1,2.8,12.0,17.6,10,False,False,False,12.4,2,8248.0,другой
44.3,2,2.5,5.0,27.42,5,False,False,False,6.93,0,13237.0,последний
57.0,2,2.55,5.0,34.0,1,False,False,False,15.0,2,15436.0,первый
42.0,1,2.8,23.0,16.0,15,False,False,False,10.0,2,13056.0,другой
32.4,1,2.65,12.0,18.8,11,False,False,False,9.0,0,14323.0,другой
60.0,3,2.5,9.0,43.5,3,False,False,False,6.2,2,11050.0,другой
79.8,3,2.6,10.0,49.1,1,False,False,False,10.9,0,12447.0,первый
39.1,1,2.6,9.0,20.1,4,False,False,False,10.7,1,14652.0,другой
44.2,2,3.0,7.0,28.0,3,False,False,False,6.0,0,8462.0,другой
46.6,2,2.5,9.0,28.3,7,False,False,False,8.7,1,19699.0,другой
38.0,1,2.6,6.0,18.0,1,False,False,False,9.0,2,12317.0,первый
35.0,1,2.65,13.0,18.8,5,False,False,False,7.7,0,16077.0,другой
77.8,3,3.0,7.0,48.2,5,False,False,False,10.2,0,7208.0,другой
33.0,1,2.5,12.0,17.0,9,False,False,False,6.2,0,15095.0,другой
57.7,2,2.56,9.0,22.0,8,False,False,False,15.5,0,12457.0,другой
115.1,4,2.93,4.0,70.9,4,False,False,False,16.1,0,3440.0,последний
54.5,2,2.85,24.0,30.3,2,False,False,False,12.2,0,14784.0,другой
33.0,1,2.5,7.0,18.0,2,False,False,False,5.6,0,8621.0,другой
71.5,3,2.5,13.0,41.3,3,False,False,False,11.4,1,11601.0,другой
55.9,2,2.75,23.0,28.0,7,False,False,False,18.7,0,17417.0,другой
91.2,3,3.1,4.0,62.0,3,False,False,False,10.6,0,8791.0,другой
38.7,1,2.5,5.0,22.1,2,False,False,False,8.0,0,10017.0,другой
30.0,1,2.6,9.0,15.2,4,False,False,False,6.7,0,16010.0,другой
32.1,1,2.5,14.0,14.1,10,False,False,False,7.4,1,6185.0,другой
86.4,4,3.0,3.0,52.7,1,False,False,False,12.7,0,2468.0,первый
33.1,1,2.7,27.0,15.5,8,False,False,False,8.9,0,22710.0,другой
65.0,2,2.78,25.0,30.0,9,False,False,False,12.0,0,15142.0,другой
89.9,2,3.4,6.0,61.8,2,False,False,False,12.0,0,4324.0,другой
30.6,1,2.5,5.0,17.78,2,False,False,False,5.35,1,8973.0,другой
63.1,2,3.0,17.0,31.5,1,False,False,False,12.0,2,13875.0,первый
66.2,2,2.8,12.0,34.0,3,False,False,False,14.0,0,7982.0,другой
45.6,2,2.6,5.0,31.4,5,False,False,False,6.8,0,15945.0,последний
49.3,3,2.5,5.0,34.7,3,False,False,False,7.0,1,16538.0,другой
29.1,1,2.55,9.0,15.6,8,False,False,False,7.2,0,17244.0,другой
23.0,1,2.6,5.0,17.2,1,False,False,False,6.0,0,7997.0,первый
41.8,2,2.6,5.0,27.0,3,False,False,False,6.0,1,12892.0,другой
70.0,3,3.1,5.0,41.0,1,False,False,False,8.9,0,3324.0,первый
43.0,1,2.55,10.0,21.0,7,False,False,False,10.0,0,15131.0,другой
116.5,4,3.8,6.0,80.0,5,False,False,False,17.5,0,2266.0,другой
58.1,2,2.7,10.0,32.8,3,False,False,False,10.7,0,14719.0,другой
36.0,1,2.5,16.0,15.0,14,False,False,False,10.0,0,12245.0,другой
34.1,1,2.5,5.0,19.0,4,False,False,False,6.4,1,8340.0,другой
33.5,1,2.75,19.0,15.5,18,False,False,False,9.4,0,17459.0,другой
65.0,3,2.52,12.0,41.4,2,False,False,False,7.0,2,13460.0,другой
35.4,1,2.8,17.0,18.0,10,False,False,False,10.5,0,15070.0,другой
65.0,2,2.6,14.0,30.0,6,False,False,False,12.0,0,18302.0,другой
53.2,2,2.65,9.0,29.13,9,False,False,False,10.6,1,6660.0,последний
46.0,1,2.56,10.0,18.3,9,False,False,False,10.7,0,12990.0,другой
33.0,1,2.5,15.0,18.0,4,False,False,False,9.2,0,11725.0,другой
37.0,1,2.6,17.0,19.0,1,False,False,False,9.0,0,10085.0,первый
38.0,1,2.53,10.0,17.0,8,False,False,False,11.0,0,11532.0,другой
48.5,4,2.6,5.0,36.76,2,False,False,False,5.21,0,11955.0,другой
36.1,1,2.65,12.0,21.6,8,False,False,False,6.7,0,13797.0,другой
109.0,3,3.5,6.0,80.0,6,False,False,False,20.0,0,5472.0,последний
45.0,2,2.6,5.0,27.0,3,False,False,False,7.0,0,11628.0,другой
65.0,3,2.6,9.0,43.0,3,False,False,False,7.0,0,16049.0,другой
55.5,3,2.6,5.0,40.0,4,False,False,False,6.0,0,14535.0,другой
60.0,3,2.5,9.0,40.0,2,False,False,False,6.5,0,15393.0,другой
53.0,2,2.75,26.0,31.0,17,False,False,False,8.0,0,13171.0,другой
58.0,2,2.75,19.0,32.25,14,False,False,False,11.15,0,14915.0,другой
76.6,2,2.7,16.0,37.0,12,False,False,False,16.9,0,7737.0,другой
55.1,1,2.6,23.0,22.0,12,False,False,False,9.4,2,14611.0,другой
50.3,2,3.6,6.0,27.6,5,False,False,False,10.1,0,6934.0,другой
60.0,2,3.3,4.0,35.0,1,False,False,False,8.0,0,2524.0,первый
44.5,2,2.5,9.0,28.0,8,False,False,False,6.5,1,16204.0,другой
52.0,2,3.3,6.0,32.0,4,False,False,False,8.3,0,9551.0,другой
57.0,3,2.6,9.0,39.0,2,False,False,False,6.0,0,13037.0,другой
67.7,2,3.1,16.0,39.0,8,False,False,False,10.5,2,8460.0,другой
96.0,4,3.1,5.0,68.0,1,False,False,False,12.0,0,1782.0,первый
45.75,1,2.75,26.0,16.5,4,False,False,False,12.3,1,18193.0,другой
40.0,1,2.65,9.0,17.7,8,False,False,False,7.5,0,12793.0,другой
55.5,2,2.7,9.0,31.3,2,False,False,False,8.4,2,21762.0,другой
52.2,1,3.0,4.0,19.1,3,False,False,False,11.49,5,21782.0,другой
68.0,2,3.15,4.0,38.5,1,False,False,False,10.1,0,2849.0,первый
76.9,2,2.7,15.0,37.4,2,False,False,False,14.9,4,12526.0,другой
36.2,1,2.65,12.0,18.1,7,False,False,False,10.6,0,10457.0,другой
46.9,2,2.6,5.0,30.8,2,False,False,False,6.0,0,16984.0,другой
66.0,3,2.5,9.0,29.5,5,False,False,False,6.3,0,16877.0,другой
42.8,2,2.7,10.0,28.6,9,False,False,False,5.8,2,18226.0,другой
13.2,1,2.6,5.0,17.2,1,False,False,False,6.0,0,4165.0,первый
68.0,3,2.55,9.0,38.0,7,False,False,False,9.5,1,16383.0,другой
65.9,3,2.65,12.0,42.2,4,False,False,False,10.6,0,12246.0,другой
29.4,1,2.5,5.0,15.1,5,False,False,False,7.0,1,14030.0,последний
46.8,2,2.5,9.0,26.8,4,False,False,False,6.2,2,14453.0,другой
77.1,4,2.55,9.0,54.8,6,False,False,False,10.0,0,11676.0,другой
61.0,3,2.5,5.0,44.0,2,False,False,False,6.0,0,14647.0,другой
44.3,1,2.7,14.0,17.0,3,False,False,False,12.7,0,10764.0,другой
64.7,3,2.5,9.0,41.9,7,False,False,False,7.5,1,10555.0,другой
65.0,3,2.55,9.0,42.2,7,False,False,False,10.0,0,15201.0,другой
64.2,3,2.5,10.0,39.8,2,False,False,False,8.5,1,5799.0,другой
95.0,3,3.0,5.0,59.0,5,False,False,False,14.0,0,4821.0,последний
57.4,2,2.5,16.0,30.8,9,False,False,False,6.5,0,10568.0,другой
63.5,2,2.745,21.0,37.0,13,False,False,False,11.0,0,12437.0,другой
96.0,3,3.0,5.0,64.0,3,False,False,False,17.0,0,4041.0,другой
72.0,3,2.6,17.0,51.0,10,False,False,False,8.6,1,10085.0,другой
99.9,3,3.0,17.0,53.35,3,False,False,False,23.3,0,10364.0,другой
62.5,2,3.0,11.0,34.0,9,False,False,False,11.0,2,4836.0,другой
46.0,2,2.54,5.0,31.2,2,False,False,False,7.0,0,15857.0,другой
36.0,1,3.0,19.0,23.0,14,False,False,False,8.5,1,21245.0,другой
75.6,3,2.6,9.0,45.8,5,False,False,False,9.6,0,15579.0,другой
28.0,1,2.5,15.0,15.0,15,False,False,False,6.1,2,11225.0,последний
87.8,3,2.65,12.0,45.1,3,False,False,False,24.0,1,13845.0,другой
42.0,1,2.8,12.0,23.2,4,False,False,False,10.0,2,15583.0,другой
51.4,2,2.64,12.0,32.7,12,False,False,False,7.0,0,12525.0,последний
33.0,1,2.5,9.0,18.0,9,False,False,False,6.5,0,16769.0,последний
54.5,2,2.5,14.0,46.0,11,False,False,False,8.0,0,16319.0,другой
38.5,1,2.65,12.0,20.0,11,False,False,False,10.2,0,17159.0,другой
58.3,2,3.0,7.0,37.0,4,False,False,False,10.8,0,5826.0,другой
64.0,3,2.55,9.0,40.0,6,False,False,False,7.0,2,15364.0,другой
46.9,1,3.0,4.0,19.1,2,False,False,False,9.4,0,21700.0,другой
70.2,3,2.65,12.0,44.4,10,False,False,False,8.3,5,12062.0,другой
41.7,1,2.75,25.0,19.3,12,False,False,False,11.5,0,15893.0,другой
38.0,1,2.5,16.0,18.0,2,False,False,False,8.0,2,11638.0,другой
36.0,1,2.65,12.0,21.0,12,False,False,False,7.7,0,10813.0,последний
57.8,2,3.1,7.0,37.3,7,False,False,False,8.3,0,8504.0,последний
40.0,1,2.7,12.0,20.0,9,False,False,False,8.3,0,12163.0,другой
83.8,3,2.9,5.0,57.3,3,False,False,False,8.6,1,6575.0,другой
32.0,1,2.55,9.0,19.2,3,False,False,False,5.3,1,10558.0,другой
178.0,3,3.0,13.0,50.4,9,False,False,False,38.1,0,5780.0,другой
54.7,3,2.55,5.0,37.4,2,False,False,False,6.3,0,13502.0,другой
54.9,3,2.6,12.0,31.0,10,False,False,False,11.0,1,20817.0,другой
103.0,4,3.3,4.0,72.3,4,False,False,False,12.7,0,686.0,последний
85.0,3,2.85,5.0,58.0,5,False,False,False,10.0,1,2485.0,последний
34.0,1,2.55,9.0,18.0,7,False,False,False,7.5,0,15364.0,другой
105.34,3,2.75,20.0,51.0,17,False,False,False,14.55,5,10330.0,другой
38.7,1,2.7,18.0,18.1,6,False,False,False,11.6,2,6662.0,другой
98.0,4,2.8,10.0,60.0,7,False,False,False,11.5,1,6254.0,другой
89.62,4,2.52,5.0,66.3,1,False,False,False,5.44,0,11750.0,первый
37.7,1,2.6,14.0,18.0,4,False,False,False,8.0,0,14579.0,другой
97.0,3,2.8,18.0,51.0,15,False,False,False,21.4,0,8059.0,другой
79.0,3,2.75,25.0,50.0,4,False,False,False,13.649999999999999,0,12191.0,другой
37.4,1,2.5,9.0,20.0,4,False,False,False,6.2,2,17699.0,другой
82.0,3,2.57,9.0,49.3,4,False,False,False,10.8,2,13851.0,другой
85.0,3,3.7,6.0,56.5,6,False,False,False,22.0,0,5777.0,последний
39.1,1,2.65,10.0,20.0,7,False,False,False,10.7,0,11732.0,другой
44.7,1,2.5,1.0,23.5,1,False,False,False,15.0,0,15457.0,первый
76.0,2,2.7,6.0,40.0,4,False,False,False,17.0,2,5038.0,другой
96.0,3,2.7,16.0,34.5,7,False,False,False,34.19,0,7953.0,другой
118.0,2,2.6,12.0,56.3,3,False,False,False,15.39,4,5881.0,другой
49.9,2,2.5,9.0,30.4,5,False,False,False,9.3,0,11357.0,другой
55.0,1,2.65,17.0,26.0,4,False,False,False,14.9,0,8059.0,другой
42.1,2,2.5,9.0,28.0,2,False,False,False,7.0,0,10773.0,другой
93.5,4,2.7,19.0,51.2,13,False,False,False,10.8,0,11526.0,другой
